qlen,time,type
8,998.987,Passage-100:50
28,86674.5,Passage-100:50
3,1031.57,Passage-100:50
24,36422.4,Passage-100:50
5,1546.96,Passage-100:50
14,16259.6,Passage-100:50
4,38.579,Passage-100:50
7,4823.27,Passage-100:50
4,1518.81,Passage-100:50
6,220.696,Passage-100:50
21,45140,Passage-100:50
25,46633.1,Passage-100:50
14,17358.7,Passage-100:50
9,16061.7,Passage-100:50
16,13255.7,Passage-100:50
8,6880.76,Passage-100:50
5,1362.01,Passage-100:50
7,6963.53,Passage-100:50
11,19148.6,Passage-100:50
6,8958.92,Passage-100:50
7,7366.75,Passage-100:50
9,16264,Passage-100:50
28,54319.7,Passage-100:50
14,12275.2,Passage-100:50
24,2261.07,Passage-100:50
5,500.938,Passage-100:50
28,9889.5,Passage-100:50
14,14581,Passage-100:50
12,9085.47,Passage-100:50
39,93847.4,Passage-100:50
15,30419.7,Passage-100:50
3,2219.8,Passage-100:50
32,90709,Passage-100:50
13,7124.06,Passage-100:50
9,1481.45,Passage-100:50
8,3675.01,Passage-100:50
16,8861.71,Passage-100:50
15,6104.64,Passage-100:50
1,1160.09,Passage-100:50
12,9354.09,Passage-100:50
8,6143.5,Passage-100:50
9,4356.3,Passage-100:50
8,4050.84,Passage-100:50
11,3834.46,Passage-100:50
11,8522.39,Passage-100:50
14,6608.84,Passage-100:50
7,4969.83,Passage-100:50
3,96.598,Passage-100:50
12,7392.49,Passage-100:50
11,17066.1,Passage-100:50
5,4487.05,Passage-100:50
10,4602.32,Passage-100:50
4,456.735,Passage-100:50
8,4801.58,Passage-100:50
5,3456.07,Passage-100:50
10,3438.78,Passage-100:50
7,2228.4,Passage-100:50
8,6218.19,Passage-100:50
13,28868.2,Passage-100:50
27,51956.1,Passage-100:50
11,9816.52,Passage-100:50
3,1303.25,Passage-100:50
16,13474.4,Passage-100:50
6,641.937,Passage-100:50
8,5634.44,Passage-100:50
3,107.189,Passage-100:50
2,1192.38,Passage-100:50
14,19156.7,Passage-100:50
5,591.782,Passage-100:50
8,549.825,Passage-100:50
24,50885.5,Passage-100:50
8,4276.63,Passage-100:50
12,11629.8,Passage-100:50
10,5615.45,Passage-100:50
26,42183.8,Passage-100:50
10,12055.5,Passage-100:50
25,27378.4,Passage-100:50
2,150.53,Passage-100:50
26,68414.2,Passage-100:50
2,1889.23,Passage-100:50
6,1200.69,Passage-100:50
21,19189.5,Passage-100:50
7,3210.48,Passage-100:50
7,14.933,Passage-100:50
5,7641.86,Passage-100:50
10,2256.29,Passage-100:50
13,3845.09,Passage-100:50
3,149.927,Passage-100:50
5,6204.35,Passage-100:50
16,22179.2,Passage-100:50
9,5397.61,Passage-100:50
7,6872.72,Passage-100:50
5,1534.71,Passage-100:50
27,42236.4,Passage-100:50
7,9815.71,Passage-100:50
19,24671.9,Passage-100:50
3,158.475,Passage-100:50
6,1997.89,Passage-100:50
10,2239.95,Passage-100:50
7,5833.66,Passage-100:50
12,16414.5,Passage-100:50
8,6860.24,Passage-100:50
15,12639,Passage-100:50
14,7548.13,Passage-100:50
4,1671.28,Passage-100:50
23,40041.7,Passage-100:50
12,10362.9,Passage-100:50
2,920.959,Passage-100:50
11,18287.8,Passage-100:50
1,4.554,Passage-100:50
17,8664.01,Passage-100:50
11,9871.81,Passage-100:50
17,16243.8,Passage-100:50
8,1120.48,Passage-100:50
3,670.377,Passage-100:50
7,2226.74,Passage-100:50
7,5217.7,Passage-100:50
3,206.099,Passage-100:50
13,6656.17,Passage-100:50
12,21217.9,Passage-100:50
1,2.131,Passage-100:50
21,25002,Passage-100:50
30,65820.7,Passage-100:50
22,21814.1,Passage-100:50
15,28381.1,Passage-100:50
6,7749.53,Passage-100:50
6,7013.31,Passage-100:50
26,29820.5,Passage-100:50
21,52761.6,Passage-100:50
3,92.317,Passage-100:50
10,19902.4,Passage-100:50
7,5202.11,Passage-100:50
10,8741.19,Passage-100:50
4,1472.78,Passage-100:50
26,55995.2,Passage-100:50
4,122.273,Passage-100:50
10,3373.78,Passage-100:50
24,72160.9,Passage-100:50
18,49069.3,Passage-100:50
19,7905.1,Passage-100:50
3,2524.31,Passage-100:50
8,1816.29,Passage-100:50
7,4087.32,Passage-100:50
10,2288.38,Passage-100:50
15,9651.68,Passage-100:50
6,4464.2,Passage-100:50
6,16539.5,Passage-100:50
9,2028.82,Passage-100:50
10,15826.8,Passage-100:50
10,9358.4,Passage-100:50
6,15.333,Passage-100:50
16,11718.7,Passage-100:50
5,5094.9,Passage-100:50
4,107.161,Passage-100:50
1,210.602,Passage-100:50
6,450.18,Passage-100:50
5,558.896,Passage-100:50
